063,005,2,42,48,43,0,0,0,0
037,037,2,25,47,23,1,0,1,1
055,055,3,46,8,23,0,1,1,1
034,027,3,50,40,64,0,0,0,0
027,009,3,49,53,62,0,0,0,0
051,031,4,50,61,52,0,0,0,0
019,006,1,43,53,46,0,0,0,0
001,001,2,31,46,19,0,0,1,1
000,000,1,18,40,8,1,0,1,1
034,049,7,52,48,25,0,0,1,0
009,008,4,60,34,54,0,0,0,0
032,050,6,49,55,24,0,0,1,0
028,028,5,43,11,39,0,1,0,1
020,018,2,52,41,30,0,0,1,0
050,024,5,58,57,63,0,0,0,0
011,007,3,46,43,35,0,0,0,0
041,053,0,49,55,57,0,0,0,0
041,041,0,6,46,33,1,0,0,1
030,030,6,50,16,38,0,1,0,1
022,022,4,6,38,28,1,0,1,1
025,057,5,55,41,51,0,0,0,0
032,006,7,45,55,58,0,0,0,0
031,014,4,52,44,72,0,0,0,0
053,053,6,54,5,16,0,1,1,1
059,010,7,49,59,35,0,0,0,0
016,016,0,6,38,58,1,0,0,1
054,054,3,46,9,15,0,1,1,1
015,015,4,6,53,22,1,0,1,1
058,058,1,36,60,12,0,0,1,1
049,049,2,20,50,65,1,0,0,1
061,046,6,54,51,55,0,0,0,0
008,008,4,13,39,14,1,0,1,1
053,048,0,49,34,48,0,0,0,0
045,059,3,56,47,53,0,0,0,0
058,058,2,34,61,16,0,0,1,1
019,000,0,59,42,40,0,0,0,0
048,009,1,37,57,25,0,0,1,0
063,037,2,40,42,42,0,0,0,0
002,051,2,51,52,46,0,0,0,0
031,008,4,57,44,60,0,0,0,0
039,039,7,52,8,6,0,1,1,1
043,043,2,20,35,35,1,0,0,1
060,015,2,34,43,34,0,0,0,0
002,041,1,45,37,34,0,0,0,0
013,029,0,54,48,76,0,0,0,0
047,030,0,44,67,42,0,0,0,0
046,016,3,36,52,41,0,0,0,0
028,028,1,21,38,15,1,0,1,1
038,044,5,58,60,52,0,0,0,0
014,063,0,44,44,67,0,0,0,0
008,008,4,7,43,27,1,0,1,1
024,022,3,50,58,36,0,0,0,0
015,015,7,48,4,21,0,1,1,1
026,063,1,58,45,49,0,0,0,0
020,017,4,60,67,39,0,0,0,0
059,059,7,52,11,21,0,1,1,1
010,031,4,49,64,34,0,0,0,0
013,013,4,8,43,44,1,0,0,1
001,001,3,50,13,35,0,1,0,1
039,038,6,53,56,52,0,0,0,0
018,018,6,55,13,10,0,1,1,1
024,024,5,40,10,35,0,1,0,1
008,008,7,50,16,21,0,1,1,1
040,010,3,49,49,51,0,0,0,0
006,017,2,52,58,70,0,0,0,0
063,017,2,58,57,66,0,0,0,0
035,035,5,52,10,16,0,1,1,1
006,006,0,3,54,43,1,0,0,1
006,033,0,52,46,50,0,0,0,0
015,042,4,52,63,65,0,0,0,0
043,043,0,9,43,31,1,0,0,1
013,039,1,52,43,56,0,0,0,0
035,035,0,9,49,50,1,0,0,1
054,010,3,54,66,70,0,0,0,0
018,052,0,52,62,54,0,0,0,0
004,004,3,50,7,18,0,1,1,1
049,019,0,51,55,20,0,0,1,0
036,036,0,8,47,32,1,0,0,1
029,049,4,51,57,46,0,0,0,0
061,027,6,56,64,73,0,0,0,0
012,057,0,54,53,52,0,0,0,0
001,001,6,50,15,7,0,1,1,1
021,021,4,5,50,29,1,0,1,1
052,036,2,50,49,52,0,0,0,0
006,033,5,50,56,27,0,0,1,0
016,012,7,52,50,46,0,0,0,0
026,000,5,49,56,71,0,0,0,0
014,054,4,53,56,34,0,0,0,0
007,007,6,49,15,25,0,1,1,1
038,038,0,16,32,9,1,0,1,1
042,042,0,5,49,14,1,0,1,1
054,040,1,47,51,14,0,0,1,0
014,057,3,59,42,49,0,0,0,0
003,003,1,6,49,15,1,0,1,1
045,045,7,42,9,32,0,1,0,1
003,003,0,4,56,22,1,0,1,1
005,005,6,53,6,18,0,1,1,1
063,063,1,20,34,46,1,0,0,1
059,017,1,43,53,29,0,0,1,0
043,043,2,20,34,16,1,0,1,1
061,061,6,42,11,4,0,1,1,1
032,000,6,38,51,66,0,0,0,0
046,045,4,57,57,39,0,0,0,0
018,039,3,49,55,48,0,0,0,0
024,001,2,38,45,46,0,0,0,0
025,010,4,58,36,53,0,0,0,0
018,035,0,58,62,58,0,0,0,0
