VirtualID,FaceLocation,VoiceLocation,Context,Fold,Genuine,ClaimID
000,000_f_2_73.png,000_v_1_38.wav,0,1,1,000
000,000_f_3_46.png,000_v_0_9.wav,1,1,1,000
000,000_f_3_47.png,000_v_0_13.wav,1,1,1,000
000,000_f_3_44.png,000_v_1_43.wav,2,1,1,000
000,000_f_0_20.png,000_v_1_46.wav,3,1,1,000
000,000_f_2_57.png,000_v_0_25.wav,4,1,1,000
000,000_f_0_26.png,000_v_0_23.wav,5,1,1,000
000,000_f_1_7.png,000_v_1_36.wav,6,1,1,000
000,000_f_0_36.png,000_v_1_60.wav,3,1,1,000
000,000_f_0_30.png,000_v_0_17.wav,5,1,1,000
000,000_f_2_62.png,000_v_1_35.wav,0,1,1,000
000,000_f_0_23.png,000_v_0_19.wav,5,1,1,000
000,000_f_3_45.png,000_v_0_22.wav,1,2,1,000
000,000_f_2_68.png,000_v_1_44.wav,0,2,1,000
000,000_f_3_40.png,000_v_0_2.wav,1,2,1,000
000,000_f_0_31.png,000_v_0_12.wav,5,2,1,000
000,000_f_1_4.png,000_v_0_6.wav,7,2,1,000
000,000_f_1_0.png,000_v_0_27.wav,7,2,1,000
000,000_f_1_6.png,000_v_0_15.wav,7,2,1,000
000,000_f_3_38.png,000_v_1_37.wav,2,2,1,000
000,000_f_1_5.png,000_v_1_56.wav,6,2,1,000
000,000_f_0_25.png,000_v_0_28.wav,5,2,1,000
000,000_f_3_42.png,000_v_1_50.wav,2,2,1,000
000,000_f_1_15.png,000_v_1_49.wav,6,2,1,000
000,000_f_0_33.png,000_v_1_41.wav,3,3,1,000
000,000_f_2_71.png,000_v_0_16.wav,4,3,1,000
000,000_f_3_48.png,000_v_0_7.wav,1,3,1,000
000,000_f_1_1.png,000_v_1_34.wav,6,3,1,000
000,000_f_1_16.png,000_v_1_51.wav,6,3,1,000
000,000_f_0_37.png,000_v_1_39.wav,3,3,1,000
000,000_f_1_3.png,000_v_1_59.wav,6,3,1,000
000,000_f_2_58.png,000_v_0_21.wav,4,3,1,000
000,000_f_0_19.png,000_v_0_10.wav,5,3,1,000
000,000_f_1_8.png,000_v_1_47.wav,6,3,1,000
000,000_f_2_61.png,000_v_0_29.wav,4,3,1,000
000,000_f_2_60.png,000_v_0_4.wav,4,3,1,000
000,000_f_1_9.png,000_v_1_53.wav,6,4,1,000
000,000_f_3_43.png,000_v_1_48.wav,2,4,1,000
000,000_f_3_50.png,000_v_1_42.wav,2,4,1,000
000,000_f_3_54.png,000_v_0_14.wav,1,4,1,000
000,000_f_1_17.png,000_v_0_24.wav,7,4,1,000
000,000_f_2_70.png,000_v_0_5.wav,4,4,1,000
000,000_f_3_53.png,000_v_0_30.wav,1,4,1,000
000,000_f_0_32.png,000_v_0_3.wav,5,4,1,000
000,000_f_2_67.png,000_v_1_54.wav,0,4,1,000
000,000_f_1_13.png,000_v_1_32.wav,6,4,1,000
000,000_f_0_27.png,000_v_1_55.wav,3,4,1,000
000,000_f_1_11.png,000_v_1_52.wav,6,4,1,000
000,000_f_1_12.png,000_v_1_58.wav,6,5,1,000
000,000_f_2_72.png,000_v_0_0.wav,4,5,1,000
000,000_f_3_49.png,000_v_1_33.wav,2,5,1,000
000,000_f_0_29.png,000_v_1_31.wav,3,5,1,000
000,000_f_0_22.png,000_v_1_57.wav,3,5,1,000
000,000_f_2_66.png,000_v_0_18.wav,4,5,1,000
000,000_f_0_21.png,000_v_1_61.wav,3,5,1,000
000,000_f_0_35.png,000_v_1_40.wav,3,5,1,000
000,000_f_3_52.png,000_v_0_1.wav,1,5,1,000
000,000_f_2_74.png,000_v_0_26.wav,4,5,1,000
000,000_f_2_63.png,000_v_0_11.wav,4,5,1,000
000,000_f_1_14.png,000_v_1_45.wav,6,5,1,000
001,001_f_2_74.png,001_v_1_23.wav,0,1,1,001
001,001_f_3_45.png,001_v_0_10.wav,1,1,1,001
001,001_f_1_0.png,001_v_1_28.wav,6,1,1,001
001,001_f_2_71.png,001_v_1_38.wav,0,1,1,001
001,001_f_3_53.png,001_v_1_35.wav,2,1,1,001
001,001_f_2_69.png,001_v_0_2.wav,4,1,1,001
001,001_f_0_35.png,001_v_1_36.wav,3,1,1,001
001,001_f_1_1.png,001_v_1_21.wav,6,1,1,001
001,001_f_1_7.png,001_v_1_24.wav,6,2,1,001
001,001_f_3_38.png,001_v_0_0.wav,1,2,1,001
001,001_f_1_8.png,001_v_1_22.wav,6,2,1,001
001,001_f_2_59.png,001_v_1_30.wav,0,2,1,001
001,001_f_2_63.png,001_v_0_18.wav,4,2,1,001
001,001_f_1_3.png,001_v_1_20.wav,6,2,1,001
001,001_f_3_42.png,001_v_0_19.wav,1,2,1,001
001,001_f_3_47.png,001_v_1_37.wav,2,2,1,001
001,001_f_1_18.png,001_v_0_7.wav,7,3,1,001
001,001_f_1_15.png,001_v_1_39.wav,6,3,1,001
001,001_f_0_33.png,001_v_0_9.wav,5,3,1,001
001,001_f_2_57.png,001_v_0_17.wav,4,3,1,001
001,001_f_0_20.png,001_v_0_1.wav,5,3,1,001
001,001_f_0_28.png,001_v_0_11.wav,5,3,1,001
001,001_f_3_40.png,001_v_0_14.wav,1,3,1,001
001,001_f_3_55.png,001_v_0_12.wav,1,3,1,001
001,001_f_1_14.png,001_v_0_3.wav,7,4,1,001
001,001_f_0_22.png,001_v_1_29.wav,3,4,1,001
001,001_f_2_66.png,001_v_0_6.wav,4,4,1,001
001,001_f_0_29.png,001_v_0_15.wav,5,4,1,001
001,001_f_3_41.png,001_v_1_32.wav,2,4,1,001
001,001_f_0_21.png,001_v_0_13.wav,5,4,1,001
001,001_f_2_73.png,001_v_0_5.wav,4,4,1,001
001,001_f_3_50.png,001_v_1_34.wav,2,4,1,001
001,001_f_0_31.png,001_v_0_16.wav,5,5,1,001
001,001_f_0_19.png,001_v_1_25.wav,3,5,1,001
001,001_f_0_30.png,001_v_1_26.wav,3,5,1,001
001,001_f_1_12.png,001_v_0_4.wav,7,5,1,001
001,001_f_2_58.png,001_v_1_31.wav,0,5,1,001
001,001_f_0_32.png,001_v_0_8.wav,5,5,1,001
001,001_f_1_16.png,001_v_1_33.wav,6,5,1,001
001,001_f_2_62.png,001_v_1_27.wav,0,5,1,001
002,002_f_0_27.png,002_v_0_14.wav,5,1,1,002
002,002_f_1_13.png,002_v_1_55.wav,6,1,1,002
002,002_f_3_51.png,002_v_0_24.wav,1,1,1,002
002,002_f_0_22.png,002_v_0_2.wav,5,1,1,002
002,002_f_2_59.png,002_v_1_44.wav,0,1,1,002
002,002_f_3_56.png,002_v_0_18.wav,1,1,1,002
002,002_f_2_58.png,002_v_1_37.wav,0,1,1,002
002,002_f_1_7.png,002_v_1_49.wav,6,1,1,002
002,002_f_3_42.png,002_v_1_41.wav,2,1,1,002
002,002_f_0_29.png,002_v_0_21.wav,5,1,1,002
002,002_f_3_38.png,002_v_0_25.wav,1,1,1,002
002,002_f_3_48.png,002_v_1_47.wav,2,2,1,002
002,002_f_0_21.png,002_v_1_32.wav,3,2,1,002
002,002_f_2_71.png,002_v_0_9.wav,4,2,1,002
002,002_f_1_15.png,002_v_1_51.wav,6,2,1,002
002,002_f_2_61.png,002_v_0_17.wav,4,2,1,002
002,002_f_2_73.png,002_v_0_3.wav,4,2,1,002
002,002_f_3_47.png,002_v_0_11.wav,1,2,1,002
002,002_f_3_50.png,002_v_1_45.wav,2,2,1,002
002,002_f_1_6.png,002_v_0_5.wav,7,2,1,002
002,002_f_1_0.png,002_v_1_35.wav,6,2,1,002
002,002_f_0_32.png,002_v_1_33.wav,3,2,1,002
002,002_f_3_39.png,002_v_0_8.wav,1,3,1,002
002,002_f_0_23.png,002_v_0_4.wav,5,3,1,002
002,002_f_2_57.png,002_v_1_50.wav,0,3,1,002
002,002_f_0_25.png,002_v_1_54.wav,3,3,1,002
002,002_f_2_75.png,002_v_0_10.wav,4,3,1,002
002,002_f_2_72.png,002_v_0_22.wav,4,3,1,002
002,002_f_2_68.png,002_v_0_7.wav,4,3,1,002
002,002_f_2_69.png,002_v_1_53.wav,0,3,1,002
002,002_f_3_49.png,002_v_0_13.wav,1,3,1,002
002,002_f_2_64.png,002_v_1_29.wav,0,3,1,002
002,002_f_3_41.png,002_v_1_39.wav,2,3,1,002
002,002_f_3_46.png,002_v_1_30.wav,2,4,1,002
002,002_f_3_55.png,002_v_1_31.wav,2,4,1,002
002,002_f_1_9.png,002_v_0_6.wav,7,4,1,002
002,002_f_0_19.png,002_v_0_16.wav,5,4,1,002
002,002_f_1_16.png,002_v_1_38.wav,6,4,1,002
002,002_f_1_3.png,002_v_1_52.wav,6,4,1,002
002,002_f_0_34.png,002_v_1_42.wav,3,4,1,002
002,002_f_1_4.png,002_v_1_34.wav,6,4,1,002
002,002_f_2_63.png,002_v_1_28.wav,0,4,1,002
002,002_f_3_45.png,002_v_0_19.wav,1,4,1,002
002,002_f_2_66.png,002_v_1_43.wav,0,4,1,002
002,002_f_1_14.png,002_v_0_15.wav,7,5,1,002
002,002_f_2_65.png,002_v_1_40.wav,0,5,1,002
002,002_f_1_1.png,002_v_0_1.wav,7,5,1,002
002,002_f_0_26.png,002_v_0_23.wav,5,5,1,002
002,002_f_3_54.png,002_v_1_36.wav,2,5,1,002
002,002_f_0_28.png,002_v_0_12.wav,5,5,1,002
002,002_f_1_11.png,002_v_1_48.wav,6,5,1,002
002,002_f_2_74.png,002_v_1_46.wav,0,5,1,002
002,002_f_0_24.png,002_v_0_20.wav,5,5,1,002
002,002_f_3_43.png,002_v_0_27.wav,1,5,1,002
002,002_f_1_12.png,002_v_0_26.wav,7,5,1,002
003,003_f_2_67.png,003_v_1_64.wav,0,1,1,003
003,003_f_3_44.png,003_v_0_3.wav,1,1,1,003
003,003_f_0_37.png,003_v_0_28.wav,5,1,1,003
003,003_f_0_31.png,003_v_0_25.wav,5,1,1,003
003,003_f_2_69.png,003_v_0_12.wav,4,1,1,003
003,003_f_3_45.png,003_v_0_22.wav,1,1,1,003
003,003_f_2_71.png,003_v_1_67.wav,0,1,1,003
003,003_f_2_64.png,003_v_1_60.wav,0,1,1,003
003,003_f_3_50.png,003_v_1_38.wav,2,1,1,003
003,003_f_2_68.png,003_v_1_57.wav,0,1,1,003
003,003_f_1_1.png,003_v_1_45.wav,6,1,1,003
003,003_f_0_19.png,003_v_1_49.wav,3,1,1,003
003,003_f_2_75.png,003_v_0_1.wav,4,1,1,003
003,003_f_2_72.png,003_v_0_33.wav,4,1,1,003
003,003_f_0_25.png,003_v_1_55.wav,3,2,1,003
003,003_f_2_61.png,003_v_0_5.wav,4,2,1,003
003,003_f_2_63.png,003_v_1_68.wav,0,2,1,003
003,003_f_2_65.png,003_v_0_26.wav,4,2,1,003
003,003_f_1_11.png,003_v_1_65.wav,6,2,1,003
003,003_f_2_57.png,003_v_1_35.wav,0,2,1,003
003,003_f_2_58.png,003_v_1_50.wav,0,2,1,003
003,003_f_3_56.png,003_v_0_7.wav,1,2,1,003
003,003_f_1_12.png,003_v_0_20.wav,7,2,1,003
003,003_f_1_9.png,003_v_1_56.wav,6,2,1,003
003,003_f_1_15.png,003_v_1_42.wav,6,2,1,003
003,003_f_3_54.png,003_v_0_31.wav,1,2,1,003
003,003_f_0_30.png,003_v_1_44.wav,3,2,1,003
003,003_f_0_24.png,003_v_1_41.wav,3,2,1,003
003,003_f_1_3.png,003_v_1_36.wav,6,3,1,003
003,003_f_3_39.png,003_v_0_21.wav,1,3,1,003
003,003_f_3_48.png,003_v_1_39.wav,2,3,1,003
003,003_f_3_47.png,003_v_0_14.wav,1,3,1,003
003,003_f_1_6.png,003_v_0_16.wav,7,3,1,003
003,003_f_1_14.png,003_v_1_59.wav,6,3,1,003
003,003_f_3_42.png,003_v_1_52.wav,2,3,1,003
003,003_f_3_52.png,003_v_1_46.wav,2,3,1,003
003,003_f_3_40.png,003_v_1_40.wav,2,3,1,003
003,003_f_1_13.png,003_v_1_61.wav,6,3,1,003
003,003_f_2_59.png,003_v_1_47.wav,0,3,1,003
003,003_f_3_43.png,003_v_1_54.wav,2,3,1,003
003,003_f_0_22.png,003_v_0_29.wav,5,3,1,003
003,003_f_0_26.png,003_v_1_53.wav,3,3,1,003
003,003_f_1_7.png,003_v_0_19.wav,7,4,1,003
003,003_f_2_73.png,003_v_0_13.wav,4,4,1,003
003,003_f_1_2.png,003_v_1_48.wav,6,4,1,003
003,003_f_2_66.png,003_v_0_30.wav,4,4,1,003
003,003_f_2_62.png,003_v_0_15.wav,4,4,1,003
003,003_f_0_33.png,003_v_1_62.wav,3,4,1,003
003,003_f_3_41.png,003_v_0_11.wav,1,4,1,003
003,003_f_3_49.png,003_v_0_18.wav,1,4,1,003
