024,024,1,16,50,28,1,0,1,1
050,050,0,4,31,48,1,0,0,1
044,044,4,4,50,13,1,0,1,1
021,021,3,38,6,18,0,1,1,1
019,057,1,56,50,42,0,0,0,0
042,049,5,54,50,41,0,0,0,0
035,021,7,37,47,64,0,0,0,0
053,053,6,56,16,31,0,1,0,1
042,006,3,50,52,28,0,0,1,0
019,019,7,49,5,18,0,1,1,1
060,060,1,33,45,16,0,0,1,1
033,033,6,56,12,56,0,1,0,1
024,024,3,40,7,15,0,1,1,1
015,015,2,15,41,9,1,0,1,1
000,000,6,45,10,45,0,1,0,1
057,057,7,52,11,10,0,1,1,1
061,040,3,51,52,63,0,0,0,0
013,031,3,41,46,68,0,0,0,0
028,001,5,47,53,18,0,0,1,0
038,025,7,43,50,38,0,0,0,0
004,004,4,5,44,22,1,0,1,1
003,057,2,54,49,59,0,0,0,0
015,015,1,16,43,37,1,0,0,1
031,031,7,41,12,20,0,1,1,1
061,061,3,49,13,15,0,1,1,1
043,043,0,5,40,31,1,0,0,1
056,056,3,43,13,11,0,1,1,1
048,012,7,49,51,55,0,0,0,0
018,018,5,41,6,19,0,1,1,1
050,024,3,45,55,36,0,0,0,0
009,009,5,52,5,30,0,1,1,1
016,016,5,40,4,18,0,1,1,1
008,008,0,10,43,35,1,0,0,1
061,061,5,49,12,6,0,1,1,1
048,048,6,52,8,30,0,1,1,1
054,054,4,7,54,54,1,0,0,1
001,007,1,51,51,43,0,0,0,0
012,001,2,54,43,50,0,0,0,0
037,058,1,52,66,45,0,0,0,0
034,034,2,31,40,12,0,0,1,1
046,046,4,9,52,7,1,0,1,1
059,045,4,47,46,59,0,0,0,0
008,031,3,47,41,34,0,0,0,0
013,013,1,36,44,16,0,0,1,1
008,008,0,10,44,38,1,0,0,1
011,048,1,45,50,53,0,0,0,0
060,060,6,50,11,38,0,1,0,1
008,008,4,18,48,18,1,0,1,1
046,014,2,54,53,67,0,0,0,0
033,007,6,49,39,54,0,0,0,0
021,010,5,53,47,61,0,0,0,0
009,009,3,48,6,7,0,1,1,1
023,010,2,54,47,51,0,0,0,0
013,000,5,45,54,28,0,0,1,0
044,033,4,56,47,42,0,0,0,0
017,017,4,6,45,25,1,0,1,1
003,013,6,34,37,57,0,0,0,0
039,039,3,47,3,48,0,1,0,1
010,010,7,52,8,29,0,1,1,1
024,049,7,41,38,36,0,0,0,0
014,014,7,48,16,17,0,1,1,1
017,017,6,39,9,2,0,1,1,1
036,036,2,9,44,35,1,0,0,1
060,060,6,50,8,20,0,1,1,1
039,008,0,54,42,58,0,0,0,0
052,052,6,41,12,34,0,1,0,1
037,037,0,3,41,17,1,0,1,1
008,008,5,45,18,20,0,1,1,1
056,004,0,51,62,49,0,0,0,0
022,015,4,50,56,42,0,0,0,0
027,048,3,51,54,43,0,0,0,0
048,043,7,46,54,29,0,0,1,0
030,028,0,51,49,57,0,0,0,0
018,000,5,46,45,40,0,0,0,0
025,025,6,49,13,21,0,1,1,1
062,029,2,42,47,44,0,0,0,0
012,012,1,17,44,25,1,0,1,1
041,059,7,47,49,69,0,0,0,0
050,050,2,26,48,39,1,0,0,1
046,038,3,56,49,70,0,0,0,0
063,063,2,9,30,22,1,1,1,1
007,007,5,49,15,29,0,1,1,1
037,037,0,4,41,11,1,0,1,1
056,056,5,45,17,10,0,1,1,1
019,044,4,47,49,52,0,0,0,0
040,040,6,54,15,17,0,1,1,1
040,014,0,47,54,43,0,0,0,0
005,005,4,7,47,22,1,0,1,1
047,026,0,38,36,54,0,0,0,0
033,008,1,39,46,73,0,0,0,0
057,057,6,55,12,33,0,1,0,1
001,001,5,59,9,6,0,1,1,1
038,059,7,54,45,57,0,0,0,0
043,043,1,24,43,20,1,0,1,1
004,003,1,50,53,18,0,0,1,0
038,038,7,35,9,23,0,1,1,1
013,013,3,47,25,16,0,1,1,1
028,028,2,15,45,28,1,0,1,1
006,014,5,45,58,27,0,0,1,0
005,033,4,55,56,41,0,0,0,0
058,058,7,47,14,15,0,1,1,1
023,023,4,1,28,27,1,1,1,1
004,027,0,51,53,51,0,0,0,0
003,009,0,54,55,33,0,0,0,0
052,027,6,44,39,48,0,0,0,0
049,049,6,49,12,29,0,1,1,1
015,028,1,54,49,70,0,0,0,0
018,042,0,50,61,77,0,0,0,0
029,029,6,48,6,14,0,1,1,1
060,060,7,49,7,15,0,1,1,1
052,052,4,8,53,19,1,0,1,1
020,050,0,58,43,50,0,0,0,0
034,034,7,45,14,10,0,1,1,1
015,053,4,56,56,74,0,0,0,0
001,021,4,55,51,64,0,0,0,0
036,036,1,12,46,11,1,0,1,1
061,012,7,54,58,50,0,0,0,0
044,044,6,39,7,13,0,1,1,1
004,004,1,13,39,9,1,0,1,1
006,006,5,42,14,16,0,1,1,1
048,041,0,51,48,64,0,0,0,0
050,050,3,43,13,69,0,1,0,1
026,024,4,54,54,53,0,0,0,0
052,052,6,40,8,19,0,1,1,1
029,006,1,47,57,43,0,0,0,0
008,053,5,47,49,50,0,0,0,0
034,034,6,47,20,12,0,1,1,1
003,035,2,55,52,43,0,0,0,0
058,058,0,6,58,29,1,0,1,1
002,003,5,58,60,57,0,0,0,0
019,019,1,9,49,12,1,0,1,1
041,048,4,49,34,71,0,0,0,0
014,034,1,49,45,65,0,0,0,0
046,055,2,54,59,72,0,0,0,0
055,055,2,36,50,49,0,0,0,1
042,017,1,47,46,75,0,0,0,0
053,027,6,48,52,74,0,0,0,0
020,048,1,51,43,35,0,0,0,0
021,021,5,39,7,14,0,1,1,1
058,058,5,46,16,14,0,1,1,1
040,052,0,56,57,50,0,0,0,0
001,001,4,10,47,8,1,0,1,1
000,000,3,40,7,33,0,1,0,1
016,016,0,5,44,21,1,0,1,1
062,031,2,54,57,65,0,0,0,0
000,000,3,38,8,32,0,1,0,1
017,017,0,4,44,4,1,0,1,1
010,010,5,48,6,16,0,1,1,1
025,023,2,58,35,48,0,0,0,0
033,033,5,52,9,46,0,1,0,1
037,057,7,56,55,59,0,0,0,0
024,024,0,6,54,23,1,0,1,1
016,016,4,8,44,19,1,0,1,1
012,012,2,10,44,14,1,0,1,1
013,014,5,47,49,56,0,0,0,0
005,005,7,55,8,12,0,1,1,1
025,029,2,51,43,54,0,0,0,0
003,002,6,52,57,36,0,0,0,0
056,056,4,15,59,11,1,0,1,1
052,008,7,53,48,38,0,0,0,0
003,044,2,43,57,48,0,0,0,0
002,053,4,49,54,62,0,0,0,0
026,026,6,43,10,12,0,1,1,1
005,005,3,45,5,13,0,1,1,1
009,009,3,57,9,49,0,1,0,1
057,057,5,52,6,10,0,1,1,1
020,059,6,66,60,63,0,0,0,0
030,044,3,40,39,34,0,0,0,0
055,014,1,45,53,31,0,0,0,0
016,016,1,9,40,18,1,0,1,1
026,031,3,43,50,48,0,0,0,0
014,061,1,48,44,65,0,0,0,0
036,036,0,17,46,45,1,0,0,1
042,042,1,29,58,15,1,0,1,1
015,060,1,41,56,59,0,0,0,0
050,050,6,43,10,53,0,1,0,1
050,050,1,30,46,13,1,0,1,1
056,056,0,14,58,10,1,0,1,1
045,016,6,46,47,62,0,0,0,0
018,018,2,16,41,19,1,0,1,1
043,041,4,52,44,31,0,0,0,0
033,033,3,48,12,19,0,1,1,1
014,014,6,50,16,20,0,1,1,1
007,015,1,58,43,64,0,0,0,0
028,028,4,8,57,36,1,0,0,1
008,008,6,42,16,33,0,1,0,1
047,047,1,19,48,27,1,0,1,1
060,012,1,46,41,53,0,0,0,0
044,044,3,45,10,18,0,1,1,1
062,062,2,34,39,66,0,0,0,1
010,010,6,46,7,21,0,1,1,1
018,018,7,59,9,21,0,1,1,1
037,037,1,21,46,16,1,0,1,1
004,004,0,7,53,22,1,0,1,1
017,017,2,33,41,2,0,0,1,1
058,028,3,40,53,60,0,0,0,0
016,051,5,59,46,33,0,0,0,0
026,026,7,52,10,22,0,1,1,1
056,015,4,50,48,55,0,0,0,0
026,026,3,46,6,15,0,1,1,1
054,054,0,6,54,17,1,0,1,1
058,052,7,50,42,47,0,0,0,0
002,002,2,30,44,9,1,0,1,1
051,051,7,50,10,4,0,1,1,1
001,028,5,45,51,50,0,0,0,0
043,013,7,41,58,55,0,0,0,0
054,045,4,46,41,39,0,0,0,0
063,039,3,52,50,59,0,0,0,0
018,037,2,65,52,38,0,0,0,0
027,027,6,47,9,7,0,1,1,1
018,015,0,55,60,44,0,0,0,0
013,013,6,42,2,13,0,1,1,1
062,038,5,57,45,57,0,0,0,0
060,060,4,8,52,11,1,0,1,1
050,023,5,59,60,45,0,0,0,0
019,046,7,45,61,80,0,0,0,0
024,024,0,6,54,11,1,0,1,1
015,015,0,6,56,24,1,0,1,1
043,043,2,26,45,22,1,0,1,1
043,040,1,61,49,53,0,0,0,0
014,012,3,52,53,21,0,0,1,0
051,045,7,56,56,40,0,0,0,0
035,035,7,44,11,11,0,1,1,1
060,000,3,44,62,60,0,0,0,0
063,063,3,37,7,12,0,1,1,1
025,056,6,43,58,19,0,0,1,0
009,043,0,45,59,37,0,0,0,0
063,063,2,9,31,15,1,0,1,1
052,027,4,50,45,43,0,0,0,0
059,039,2,58,50,38,0,0,0,0
030,001,5,52,54,42,0,0,0,0
015,015,3,45,5,30,0,1,1,1
043,043,7,37,8,6,0,1,1,1
062,062,5,55,16,10,0,1,1,1
028,018,0,52,35,54,0,0,0,0
002,002,0,19,43,35,1,0,0,1
051,000,3,48,56,48,0,0,0,0
028,002,7,45,47,41,0,0,0,0
022,022,4,9,35,17,1,0,1,1
006,000,1,57,50,39,0,0,0,0
054,026,2,45,41,69,0,0,0,0
015,015,2,8,44,14,1,0,1,1
048,048,4,3,40,15,1,0,1,1
011,032,2,50,45,56,0,0,0,0
014,014,6,41,14,29,0,1,1,1
035,018,7,54,53,39,0,0,0,0
038,054,7,47,42,41,0,0,0,0
020,020,6,45,15,10,0,1,1,1
035,035,5,48,7,11,0,1,1,1
025,018,6,44,38,33,0,0,0,0
063,013,5,53,43,61,0,0,0,0
057,057,3,50,10,30,0,1,1,1
048,048,2,30,44,46,1,0,0,1
035,035,4,8,50,12,1,0,1,1
031,031,2,26,57,14,1,0,1,1
063,047,2,67,49,19,0,0,1,0
058,058,7,58,10,16,0,1,1,1
053,018,3,56,54,38,0,0,0,0
039,008,4,54,42,49,0,0,0,0
061,061,7,43,6,6,0,1,1,1
037,017,0,48,52,56,0,0,0,0
063,063,7,48,9,31,0,1,0,1
018,018,7,60,10,34,0,1,0,1
049,027,6,52,57,45,0,0,0,0
009,009,2,17,44,41,1,0,0,1
000,000,4,11,44,31,1,0,0,1
018,008,7,57,54,41,0,0,0,0
032,032,4,4,36,33,1,0,0,1
053,053,3,48,4,14,0,1,1,1
016,016,7,44,6,17,0,1,1,1
041,041,0,10,47,30,1,0,1,1
049,057,2,52,46,45,0,0,0,0
026,061,2,51,46,28,0,0,1,0
035,042,7,53,48,62,0,0,0,0
050,043,5,46,45,65,0,0,0,0
005,005,2,22,54,14,1,0,1,1
012,012,2,10,39,16,1,0,1,1
039,010,2,51,30,31,0,1,0,0
052,061,7,40,56,52,0,0,0,0
024,024,7,41,3,46,0,1,0,1
016,016,0,4,40,42,1,0,0,1
010,010,7,46,9,23,0,1,1,1
002,004,0,51,53,56,0,0,0,0
004,004,7,37,6,18,0,1,1,1
048,006,0,57,63,31,0,0,0,0
004,049,1,45,41,72,0,0,0,0
037,025,7,52,56,47,0,0,0,0
047,019,1,50,58,37,0,0,0,0
008,034,5,42,50,47,0,0,0,0
005,005,2,11,53,16,1,0,1,1
002,002,1,34,42,31,0,0,0,1
015,015,1,9,40,29,1,0,1,1
011,028,2,44,45,56,0,0,0,0
017,017,5,41,12,28,0,1,1,1
017,019,2,61,59,66,0,0,0,0
016,049,1,48,47,58,0,0,0,0
040,040,4,9,48,40,1,0,0,1
044,057,5,54,57,61,0,0,0,0
042,042,4,6,50,15,1,0,1,1
054,020,1,65,52,61,0,0,0,0
037,037,7,38,11,16,0,1,1,1
052,062,3,50,50,52,0,0,0,0
044,002,2,54,50,56,0,0,0,0
008,008,5,41,12,29,0,1,1,1
020,057,4,54,51,58,0,0,0,0
003,003,2,8,44,19,1,0,1,1
001,001,1,25,42,10,1,0,1,1
022,022,2,22,37,18,1,0,1,1
062,034,2,51,46,54,0,0,0,0
036,052,1,47,43,47,0,0,0,0
058,016,1,51,46,56,0,0,0,0
061,050,7,52,50,38,0,0,0,0
052,003,1,61,67,52,0,0,0,0
027,027,7,49,6,7,0,1,1,1
033,033,7,57,8,51,0,1,0,1
002,002,1,15,40,27,1,0,1,1
026,055,7,42,53,57,0,0,0,0
048,048,7,56,8,19,0,1,1,1
059,059,1,33,47,23,0,0,1,1
038,001,6,49,45,52,0,0,0,0
020,026,4,54,45,30,0,0,1,0
042,021,2,55,47,55,0,0,0,0
014,014,4,8,53,20,1,0,1,1
005,001,3,49,55,68,0,0,0,0
024,033,0,52,49,34,0,0,0,0
005,028,2,72,54,67,0,0,0,0
019,020,3,53,36,37,0,0,0,0
020,020,1,22,45,13,1,0,1,1
012,012,0,8,37,11,1,0,1,1
007,007,5,50,14,28,0,1,1,1
060,036,4,57,51,57,0,0,0,0
017,017,1,32,49,39,0,0,0,1
021,017,3,47,49,34,0,0,0,0
003,003,7,51,7,11,0,1,1,1
059,059,4,8,48,15,1,0,1,1
049,050,2,41,44,54,0,0,0,0
051,050,6,47,43,73,0,0,0,0
046,046,2,20,41,10,1,0,1,1
063,063,2,16,35,28,1,0,1,1
003,009,3,41,46,61,0,0,0,0
006,006,1,28,51,27,1,0,1,1
005,063,7,62,55,59,0,0,0,0
024,049,0,51,50,68,0,0,0,0
013,060,3,61,46,59,0,0,0,0
060,060,2,20,49,17,1,0,1,1
023,023,1,26,22,15,1,1,1,1
003,003,2,23,51,36,1,0,0,1
012,057,4,50,52,60,0,0,0,0
009,009,2,23,49,22,1,0,1,1
017,015,2,43,44,18,0,0,1,0
029,062,6,53,42,68,0,0,0,0
006,029,5,46,45,56,0,0,0,0
037,025,6,57,51,43,0,0,0,0
015,015,3,42,4,9,0,1,1,1
062,061,7,52,58,52,0,0,0,0
055,055,5,54,12,14,0,1,1,1
056,056,1,35,53,4,0,0,1,1
002,002,5,44,9,11,0,1,1,1
019,035,1,50,52,69,0,0,0,0
053,053,7,54,15,13,0,1,1,1
031,031,0,12,59,22,1,0,1,1
062,042,1,48,52,68,0,0,0,0
039,039,2,21,48,11,1,0,1,1
050,050,5,46,9,15,0,1,1,1
041,041,4,5,45,34,1,0,0,1
013,021,4,53,38,38,0,0,0,0
063,003,7,51,51,21,0,0,1,0
016,008,4,46,46,37,0,0,0,0
015,054,1,57,46,57,0,0,0,0
048,048,0,4,38,45,1,0,0,1
040,040,0,10,43,11,1,0,1,1
046,008,2,54,39,41,0,0,0,0
029,029,7,38,6,11,0,1,1,1
062,048,5,50,43,45,0,0,0,0
058,058,5,48,17,13,0,1,1,1
059,059,3,54,8,18,0,1,1,1
001,014,5,37,48,35,0,0,0,0
025,025,7,45,12,15,0,1,1,1
063,035,3,43,53,38,0,0,0,0
041,044,3,39,50,34,0,0,0,0
006,006,3,39,11,25,0,1,1,1
045,045,6,47,10,32,0,1,0,1
023,036,1,50,51,38,0,0,0,0
039,039,7,53,7,7,0,1,1,1
046,035,2,51,53,44,0,0,0,0
027,027,6,49,8,10,0,1,1,1
008,008,5,42,16,23,0,1,1,1
017,017,1,33,48,33,0,0,0,1
042,042,4,6,47,23,1,0,1,1
018,060,6,64,59,39,0,0,0,0
015,015,5,42,4,13,0,1,1,1
